epoch,f1_score
1,0.33817416429519653
2,0.7708097696304321
3,0.7923574447631836
4,0.7975127100944519
5,0.8207361698150635
6,0.8290079832077026
7,0.8309543132781982
8,0.8483840823173523
9,0.8605265617370605
10,0.8629451990127563
11,0.8897014856338501
12,0.894328236579895
13,0.8948934078216553
14,0.8975554704666138
15,0.9031049609184265
16,0.9043223857879639
17,0.9052596092224121
18,0.9296239018440247
19,0.9340770840644836
20,0.9369503855705261
21,0.9369680881500244
22,0.9371301531791687
23,0.9376159906387329
24,0.9392813444137573
25,0.938803493976593
26,0.9400889277458191
27,0.939835786819458
28,0.9402172565460205
29,0.9597765207290649
30,0.9609832167625427
31,0.9598571062088013
32,0.9619264006614685
33,0.9621353149414062
34,0.9617643356323242
35,0.9622913599014282
36,0.9631792306900024
37,0.9625241160392761
38,0.9633021354675293
39,0.9641301035881042
40,0.9639958739280701
41,0.9640256762504578
42,0.9621835350990295
43,0.9631026983261108
44,0.9642035961151123
45,0.9636352062225342
46,0.9639995694160461
47,0.9649236798286438
48,0.9644646644592285
49,0.9658035635948181
50,0.9656363129615784
