epoch,loss
1,2.405510902404785
2,2.327761650085449
3,2.3121166229248047
4,2.3108925819396973
5,2.304884195327759
6,2.3002545833587646
7,2.2996323108673096
8,2.29235577583313
9,2.2897751331329346
10,2.2889785766601562
11,2.2841923236846924
12,2.281879186630249
13,2.281125068664551
14,2.2805373668670654
15,2.2801618576049805
16,2.2796764373779297
17,2.27884578704834
18,2.2781128883361816
19,2.2764530181884766
20,2.2693161964416504
21,2.266724109649658
22,2.2661983966827393
23,2.265758991241455
24,2.2652804851531982
25,2.2650506496429443
26,2.264467716217041
27,2.2640879154205322
28,2.2638418674468994
29,2.263664960861206
30,2.2623257637023926
31,2.257777690887451
32,2.2574732303619385
33,2.257267475128174
34,2.257129192352295
35,2.2571678161621094
36,2.2572224140167236
37,2.257089614868164
38,2.2570226192474365
39,2.2569222450256348
40,2.2568001747131348
41,2.2566988468170166
42,2.2566843032836914
43,2.2566709518432617
44,2.2565371990203857
45,2.256504535675049
46,2.256438732147217
47,2.256366729736328
48,2.256425619125366
49,2.2565808296203613
50,2.25650691986084
