epoch,f1_score
1,0.3753387928009033
2,0.7585716843605042
3,0.7713156938552856
4,0.7858903408050537
5,0.8068719506263733
6,0.8193373084068298
7,0.8272653222084045
8,0.8373780250549316
9,0.8397665023803711
10,0.8481088876724243
11,0.87090665102005
12,0.8741400837898254
13,0.8769878149032593
14,0.8775539994239807
15,0.8931387066841125
16,0.911536455154419
17,0.9142246246337891
18,0.9154043197631836
19,0.9167697429656982
20,0.9185466170310974
21,0.9196664094924927
22,0.9191870093345642
23,0.9206011891365051
24,0.9207364916801453
25,0.9201005101203918
26,0.9229256510734558
27,0.9206594228744507
28,0.9216542840003967
29,0.9218102097511292
30,0.9252969026565552
31,0.9273926615715027
32,0.928256094455719
33,0.9285725951194763
34,0.9470837116241455
35,0.9485148191452026
36,0.9551681876182556
37,0.9574826955795288
38,0.9616308212280273
39,0.9621147513389587
40,0.9645838737487793
41,0.9654297828674316
42,0.9650150537490845
43,0.9669462442398071
44,0.9664391279220581
45,0.9667297601699829
46,0.9676705002784729
47,0.9683237075805664
48,0.9676387906074524
49,0.9674782752990723
50,0.967619776725769
