epoch,loss
1,2.3969168663024902
2,2.3214111328125
3,2.3178834915161133
4,2.311859369277954
5,2.3063619136810303
6,2.303910732269287
7,2.2997145652770996
8,2.2977230548858643
9,2.297018051147461
10,2.2925467491149902
11,2.2875616550445557
12,2.2866387367248535
13,2.2859420776367188
14,2.285158634185791
15,2.2784767150878906
16,2.274749279022217
17,2.274209976196289
18,2.2736966609954834
19,2.27321195602417
20,2.272901773452759
21,2.2725701332092285
22,2.272339344024658
23,2.2721774578094482
24,2.2720787525177
25,2.2719225883483887
26,2.271803855895996
27,2.271712303161621
28,2.271599054336548
29,2.271145820617676
30,2.270293712615967
31,2.2699851989746094
32,2.2698001861572266
33,2.267929792404175
34,2.2638988494873047
35,2.263258457183838
36,2.26149582862854
37,2.260516405105591
38,2.2596163749694824
39,2.2589504718780518
40,2.258531332015991
41,2.2581515312194824
42,2.258021116256714
43,2.257843017578125
44,2.2577168941497803
45,2.257600784301758
46,2.257517099380493
47,2.257438898086548
48,2.2574121952056885
49,2.2575056552886963
50,2.2575502395629883
