epoch,loss
1,2.4126510620117188
2,2.3182222843170166
3,2.306288242340088
4,2.300217866897583
5,2.297769546508789
6,2.2969577312469482
7,2.2942326068878174
8,2.2839035987854004
9,2.2821109294891357
10,2.2810745239257812
11,2.2803430557250977
12,2.276324987411499
13,2.271333932876587
14,2.2705328464508057
15,2.2702229022979736
16,2.2699623107910156
17,2.269662857055664
18,2.2692971229553223
19,2.2691428661346436
20,2.2687625885009766
21,2.267887830734253
22,2.2674167156219482
23,2.2670340538024902
24,2.2667670249938965
25,2.2665932178497314
26,2.266301155090332
27,2.266201972961426
28,2.266085386276245
29,2.2656779289245605
30,2.2651100158691406
31,2.2648842334747314
32,2.264500617980957
33,2.2643072605133057
34,2.2642295360565186
35,2.2640275955200195
36,2.259629487991333
37,2.2575387954711914
38,2.2571861743927
39,2.2569386959075928
40,2.256864070892334
41,2.2567436695098877
42,2.2591254711151123
43,2.258643627166748
44,2.2575597763061523
45,2.2569780349731445
46,2.256584405899048
47,2.2563910484313965
48,2.256258726119995
49,2.256181240081787
50,2.256096124649048
