epoch,f1_score
1,0.36474937200546265
2,0.7581919431686401
3,0.8085536360740662
4,0.8306401968002319
5,0.8361638188362122
6,0.8425177335739136
7,0.8465588092803955
8,0.8830820918083191
9,0.8894789218902588
10,0.8917462229728699
11,0.8947955369949341
12,0.9010207653045654
13,0.9220480918884277
14,0.9281167387962341
15,0.9275433421134949
16,0.9281324744224548
17,0.9287739992141724
18,0.9298575520515442
19,0.9312472939491272
20,0.9321743845939636
21,0.9345766305923462
22,0.9365237951278687
23,0.9373106360435486
24,0.9380261301994324
25,0.9381697773933411
26,0.9392386674880981
27,0.9401509165763855
28,0.9408589005470276
29,0.9410526156425476
30,0.944283664226532
31,0.9436212182044983
32,0.9446466565132141
33,0.9461488723754883
34,0.9470240473747253
35,0.9461076855659485
36,0.9545963406562805
37,0.9681504368782043
38,0.9686325192451477
39,0.9690790176391602
40,0.9700876474380493
41,0.970384418964386
42,0.9671842455863953
43,0.9641574621200562
44,0.9681034088134766
45,0.968849241733551
46,0.9708852171897888
47,0.9715842604637146
48,0.9712376594543457
49,0.9722121357917786
50,0.972235918045044
