epoch,f1_score
1,0.19835570454597473
2,0.680720329284668
3,0.7864269018173218
4,0.8118441700935364
5,0.8161057829856873
6,0.8220264315605164
7,0.8298197984695435
8,0.8337097764015198
9,0.8498866558074951
10,0.8792888522148132
11,0.8829335570335388
12,0.8851442337036133
13,0.8876283168792725
14,0.8890752196311951
15,0.8905612826347351
16,0.8891850113868713
17,0.8927429914474487
18,0.8929229974746704
19,0.8942814469337463
20,0.9035409092903137
21,0.9248976111412048
22,0.9252471923828125
23,0.9263015985488892
24,0.9316741824150085
25,0.9336350560188293
26,0.9347691535949707
27,0.9351922869682312
28,0.9365335702896118
29,0.9379059672355652
30,0.9385323524475098
31,0.938984751701355
32,0.9401032328605652
33,0.9444395303726196
34,0.958598792552948
35,0.9592450857162476
36,0.9605651497840881
37,0.9606587290763855
38,0.9614755511283875
39,0.9617443680763245
40,0.9625383615493774
41,0.9614699482917786
42,0.9620040059089661
43,0.962944507598877
44,0.9637620449066162
45,0.9639103412628174
46,0.9644144773483276
47,0.9642012119293213
48,0.9644890427589417
49,0.9648826122283936
50,0.9646541476249695
