epoch,loss
1,2.471780776977539
2,2.3351035118103027
3,2.3124496936798096
4,2.307391405105591
5,2.304607391357422
6,2.3028688430786133
7,2.30025577545166
8,2.2995152473449707
9,2.2913131713867188
10,2.285126209259033
11,2.284071445465088
12,2.283304452896118
13,2.282672643661499
14,2.2822136878967285
15,2.281804084777832
16,2.281414270401001
17,2.281118631362915
18,2.280754327774048
19,2.28059458732605
20,2.274583578109741
21,2.2709310054779053
22,2.2706849575042725
23,2.26997971534729
24,2.26875376701355
25,2.2682154178619385
26,2.2679877281188965
27,2.267517566680908
28,2.2671597003936768
29,2.2667136192321777
30,2.2664995193481445
31,2.2663652896881104
32,2.2661445140838623
33,2.262561559677124
34,2.2602522373199463
35,2.2599258422851562
36,2.2595269680023193
37,2.2595150470733643
38,2.259491443634033
39,2.2593493461608887
40,2.2592110633850098
41,2.25913143157959
42,2.2590115070343018
43,2.2590725421905518
44,2.2587196826934814
45,2.2585289478302
46,2.2586452960968018
47,2.258626937866211
48,2.2584235668182373
49,2.2583389282226562
50,2.258329153060913
