epoch,f1_score
1,0.3515458405017853
2,0.6024869680404663
3,0.7311063408851624
4,0.8137907981872559
5,0.8801122307777405
6,0.9458016157150269
7,0.9894236922264099
8,0.9987971782684326
9,0.9996243715286255
10,0.999584436416626
11,0.9997758865356445
12,0.9731482863426208
13,0.9897500872612
14,0.9996746778488159
15,0.9998499751091003
16,0.9998244643211365
17,0.9991364479064941
18,0.9818460941314697
19,0.9978251457214355
20,0.9999402761459351
