epoch,loss
1,2.399777889251709
2,2.3411946296691895
3,2.317636251449585
4,2.3057503700256348
5,2.3040122985839844
6,2.302952766418457
7,2.3006486892700195
8,2.2870874404907227
9,2.2809627056121826
10,2.2765209674835205
11,2.273983955383301
12,2.2731800079345703
13,2.2726001739501953
14,2.271796941757202
15,2.2701916694641113
16,2.269519805908203
17,2.268907070159912
18,2.268625259399414
19,2.2683591842651367
20,2.268162488937378
21,2.267831563949585
22,2.2677040100097656
23,2.267573356628418
24,2.267354726791382
25,2.2672243118286133
26,2.267124652862549
27,2.266988754272461
28,2.2668356895446777
29,2.266700506210327
30,2.2664873600006104
31,2.2664225101470947
32,2.2663633823394775
33,2.266343832015991
34,2.2658021450042725
35,2.265181303024292
36,2.2648513317108154
37,2.264561891555786
38,2.264624834060669
39,2.2646639347076416
40,2.264573574066162
41,2.264439105987549
42,2.260986566543579
43,2.258359670639038
44,2.258155345916748
45,2.258031129837036
46,2.257939100265503
47,2.257878065109253
48,2.2578284740448
49,2.2580206394195557
50,2.2580716609954834
