epoch,loss
1,2.4325616359710693
2,2.3509621620178223
3,2.3226706981658936
4,2.3100955486297607
5,2.3043253421783447
6,2.2991719245910645
7,2.29659104347229
8,2.2961392402648926
9,2.2955574989318848
10,2.283755302429199
11,2.281487226486206
12,2.2805581092834473
13,2.2798912525177
14,2.2780582904815674
15,2.2708888053894043
16,2.270221471786499
17,2.269118547439575
18,2.267921209335327
19,2.267352819442749
20,2.2667698860168457
21,2.2664003372192383
22,2.266077995300293
23,2.2658116817474365
24,2.2656867504119873
25,2.2655880451202393
26,2.264732837677002
27,2.264554977416992
28,2.2644190788269043
29,2.264357089996338
30,2.264364242553711
31,2.2641165256500244
32,2.2639734745025635
33,2.263880968093872
34,2.263793706893921
35,2.263739824295044
36,2.2616662979125977
37,2.257866621017456
38,2.2577948570251465
39,2.2576701641082764
40,2.2575366497039795
41,2.25753116607666
42,2.257458209991455
43,2.257204532623291
44,2.257200241088867
45,2.257256031036377
46,2.258033275604248
47,2.25728178024292
48,2.2568531036376953
49,2.2566373348236084
50,2.256530523300171
