epoch,f1_score
1,0.39453360438346863
2,0.7529044151306152
3,0.7718607783317566
4,0.8035717010498047
5,0.8185333013534546
6,0.8315749168395996
7,0.8315095901489258
8,0.8508185744285583
9,0.874647319316864
10,0.8814658522605896
11,0.9083440899848938
12,0.9150044918060303
13,0.9180678725242615
14,0.9203396439552307
15,0.9233470559120178
16,0.925218403339386
17,0.92759108543396
18,0.930195152759552
19,0.9314375519752502
20,0.9336017370223999
21,0.9365230798721313
22,0.9373829364776611
23,0.9379990696907043
24,0.9383366703987122
25,0.9385910630226135
26,0.9394236207008362
27,0.9399399757385254
28,0.9395033121109009
29,0.9588137865066528
30,0.9596256017684937
31,0.9598760008811951
32,0.9602647423744202
33,0.9599558115005493
34,0.9602617025375366
35,0.9609299898147583
36,0.9625849723815918
37,0.9626351594924927
38,0.9632453322410583
39,0.962626039981842
40,0.9656002521514893
41,0.9648444056510925
42,0.9663464426994324
43,0.9670381546020508
44,0.9667556881904602
45,0.9668188095092773
46,0.9675089716911316
47,0.9665658473968506
48,0.9668344259262085
49,0.9669212698936462
50,0.9669622778892517
