epoch,loss
1,2.444005012512207
2,2.349128007888794
3,2.3124032020568848
4,2.3072710037231445
5,2.3042423725128174
6,2.2982821464538574
7,2.294264793395996
8,2.2935051918029785
9,2.29308819770813
10,2.2898647785186768
11,2.2836356163024902
12,2.282538652420044
13,2.2816922664642334
14,2.281215190887451
15,2.280754804611206
16,2.2803893089294434
17,2.2802302837371826
18,2.279921293258667
19,2.2796480655670166
20,2.279432773590088
21,2.277681350708008
22,2.2766568660736084
23,2.276228904724121
24,2.2757792472839355
25,2.275459051132202
26,2.2729103565216064
27,2.2725753784179688
28,2.2724692821502686
29,2.272353410720825
30,2.272305965423584
31,2.268307685852051
32,2.2643165588378906
33,2.2638678550720215
34,2.263546943664551
35,2.263364791870117
36,2.263259172439575
37,2.2633683681488037
38,2.263286828994751
39,2.2631516456604004
40,2.2587528228759766
41,2.257129669189453
42,2.2568860054016113
43,2.256761074066162
44,2.2566630840301514
45,2.256633996963501
46,2.256864547729492
47,2.2566471099853516
48,2.2563817501068115
49,2.2562310695648193
50,2.256249189376831
