epoch,loss
1,2.40569806098938
2,2.3272998332977295
3,2.309906482696533
4,2.301542043685913
5,2.3001904487609863
6,2.299462080001831
7,2.2975306510925293
8,2.2960751056671143
9,2.2912421226501465
10,2.290346622467041
11,2.2851758003234863
12,2.2811434268951416
13,2.2802793979644775
14,2.279603958129883
15,2.2790379524230957
16,2.277843952178955
17,2.2771408557891846
18,2.2765913009643555
19,2.270082473754883
20,2.267900228500366
21,2.267653226852417
22,2.2671451568603516
23,2.266970157623291
24,2.2667477130889893
25,2.2665650844573975
26,2.266144037246704
27,2.260105848312378
28,2.2591352462768555
29,2.258901834487915
30,2.258347988128662
31,2.2581887245178223
32,2.2580833435058594
33,2.2576584815979004
34,2.2574357986450195
35,2.257235050201416
36,2.2570419311523438
37,2.2568531036376953
38,2.2569642066955566
39,2.2568511962890625
40,2.2567601203918457
41,2.256682872772217
42,2.256441354751587
43,2.2562344074249268
44,2.2561028003692627
45,2.255997896194458
46,2.2560460567474365
47,2.2562201023101807
48,2.256173849105835
49,2.2560362815856934
50,2.2560291290283203
