epoch,f1_score
1,0.2160574495792389
2,0.5790978074073792
3,0.7030757665634155
4,0.7950233817100525
5,0.8076451420783997
6,0.8100444078445435
7,0.8217052221298218
8,0.8232243061065674
9,0.8246098160743713
10,0.8284627199172974
11,0.8428862690925598
12,0.8455178141593933
13,0.8476608395576477
14,0.8507275581359863
15,0.8500471711158752
16,0.8539140820503235
17,0.8610250353813171
18,0.8861739039421082
19,0.9092996120452881
20,0.9125800728797913
21,0.913189172744751
22,0.9161147475242615
23,0.9214136600494385
24,0.9382988810539246
25,0.9425749182701111
26,0.9428821206092834
27,0.9452162384986877
28,0.9463456869125366
29,0.949822187423706
30,0.950920045375824
31,0.951591968536377
32,0.9522268176078796
33,0.9525549411773682
34,0.9526421427726746
35,0.9546144604682922
36,0.9541346430778503
37,0.9526464343070984
38,0.9538354277610779
39,0.9545894265174866
40,0.9547972083091736
41,0.9545947909355164
42,0.9553395509719849
43,0.9508270621299744
44,0.953727662563324
45,0.9562979936599731
46,0.9564911127090454
47,0.9563442468643188
48,0.9561468362808228
49,0.9564650058746338
50,0.9564218521118164
