epoch,loss
1,2.4844470024108887
2,2.3630130290985107
3,2.333347797393799
4,2.3101038932800293
5,2.30743408203125
6,2.3062398433685303
7,2.303177833557129
8,2.302443265914917
9,2.3018221855163574
10,2.3004910945892334
11,2.2963461875915527
12,2.2955896854400635
13,2.294707775115967
14,2.2941489219665527
15,2.2938284873962402
16,2.2933919429779053
17,2.287963628768921
18,2.2808568477630615
19,2.2760066986083984
20,2.275052547454834
21,2.274432897567749
22,2.273805856704712
23,2.2698404788970947
24,2.2669060230255127
25,2.2657129764556885
26,2.2653121948242188
27,2.264878749847412
28,2.263819694519043
29,2.263061046600342
30,2.2627835273742676
31,2.2626256942749023
32,2.2623355388641357
33,2.2621710300445557
34,2.2620997428894043
35,2.2618629932403564
36,2.261868953704834
37,2.2620532512664795
38,2.2617948055267334
39,2.2616589069366455
40,2.261467695236206
41,2.261427402496338
42,2.2617576122283936
43,2.2624831199645996
44,2.2616066932678223
45,2.2612602710723877
46,2.2610018253326416
47,2.2608141899108887
48,2.2607338428497314
49,2.2607569694519043
50,2.2606518268585205
