epoch,f1_score
1,0.3034557104110718
2,0.6304576396942139
3,0.7860884070396423
4,0.7955111861228943
5,0.8014713525772095
6,0.8295643925666809
7,0.8335463404655457
8,0.8331568837165833
9,0.8356370329856873
10,0.8782629370689392
11,0.8842670917510986
12,0.8905746340751648
13,0.8952530026435852
14,0.8967151641845703
15,0.920483410358429
16,0.9238241910934448
17,0.9250912070274353
18,0.9249611496925354
19,0.9270025491714478
20,0.9318807125091553
21,0.9323622584342957
22,0.932567298412323
23,0.9338265657424927
24,0.9351123571395874
25,0.9362863302230835
26,0.9550997018814087
27,0.9557933211326599
28,0.9563785195350647
29,0.9567247033119202
30,0.9566528797149658
31,0.9582363367080688
32,0.9581213593482971
33,0.958904504776001
34,0.9591532945632935
35,0.9598643779754639
36,0.9617234468460083
37,0.96373450756073
38,0.9630141854286194
39,0.9637497663497925
40,0.9639972448348999
41,0.9634504914283752
42,0.9647918939590454
43,0.9657947421073914
44,0.9645321369171143
45,0.9661712050437927
46,0.9665039777755737
47,0.9666599631309509
48,0.9685105681419373
49,0.9677223563194275
50,0.9670546054840088
