epoch,loss
1,2.471126079559326
2,2.3355820178985596
3,2.3156332969665527
4,2.3030829429626465
5,2.2938380241394043
6,2.2918317317962646
7,2.2863972187042236
8,2.2853751182556152
9,2.2845494747161865
10,2.283787727355957
11,2.2790894508361816
12,2.2739970684051514
13,2.2734155654907227
14,2.272871971130371
15,2.2723803520202637
16,2.2720108032226562
17,2.271808385848999
18,2.271573543548584
19,2.271480083465576
20,2.2714028358459473
21,2.2711875438690186
22,2.270869493484497
23,2.2707700729370117
24,2.2698585987091064
25,2.2691891193389893
26,2.268805503845215
27,2.2685930728912354
28,2.266901969909668
29,2.2621686458587646
30,2.261723518371582
31,2.2612507343292236
32,2.261143684387207
33,2.261099100112915
34,2.260441780090332
35,2.260145664215088
36,2.2600276470184326
37,2.259866952896118
38,2.2596676349639893
39,2.259611129760742
40,2.2595150470733643
41,2.2598466873168945
42,2.2597174644470215
43,2.2596535682678223
44,2.2595996856689453
45,2.2593910694122314
46,2.259246587753296
47,2.2591848373413086
48,2.258963108062744
49,2.2587897777557373
50,2.258556365966797
