epoch,f1_score
1,0.21285107731819153
2,0.6802732348442078
3,0.7750706076622009
4,0.8087038993835449
5,0.8529571294784546
6,0.8567969799041748
7,0.8778374791145325
8,0.8780816793441772
9,0.8814073801040649
10,0.8835678100585938
11,0.8906872272491455
12,0.9151997566223145
13,0.9173309803009033
14,0.9194046258926392
15,0.9204655885696411
16,0.9217895865440369
17,0.9212068319320679
18,0.9235174655914307
19,0.9234397411346436
20,0.9228928089141846
21,0.9222239851951599
22,0.924504280090332
23,0.9256467819213867
24,0.9268773198127747
25,0.9294149875640869
26,0.931108295917511
27,0.9316960573196411
28,0.9347962141036987
29,0.9530419707298279
30,0.9535552859306335
31,0.9566556811332703
32,0.9561924338340759
33,0.9563482403755188
34,0.9581546187400818
35,0.9590805172920227
36,0.9586310982704163
37,0.9594287872314453
38,0.9605803489685059
39,0.9612305760383606
40,0.9612050652503967
41,0.9599792957305908
42,0.9610886573791504
43,0.9609992504119873
44,0.9610564112663269
45,0.9611179828643799
46,0.9611611366271973
47,0.9619113802909851
48,0.9627253413200378
49,0.9641352295875549
50,0.9639453291893005
