epoch,f1_score
1,0.3073026239871979
2,0.7113297581672668
3,0.7517791986465454
4,0.7972880005836487
5,0.8210064768791199
6,0.8319578766822815
7,0.8427018523216248
8,0.8519792556762695
9,0.8527470231056213
10,0.8548086881637573
11,0.8721694350242615
12,0.8948975801467896
13,0.9253243207931519
14,0.9274992346763611
15,0.9288440942764282
16,0.9303290247917175
17,0.93563312292099
18,0.9379525780677795
19,0.9380711317062378
20,0.9396809339523315
21,0.942067563533783
22,0.9595487713813782
23,0.9610112905502319
24,0.9614013433456421
25,0.9613413214683533
26,0.96183180809021
27,0.9620763063430786
28,0.9631271362304688
29,0.9630835652351379
30,0.9625042080879211
31,0.9640851020812988
32,0.9640382528305054
33,0.9640446901321411
34,0.9662348628044128
35,0.9675494432449341
36,0.9664148688316345
37,0.9674288034439087
38,0.9679306745529175
39,0.9671779274940491
40,0.968280017375946
41,0.9691269993782043
42,0.9693558812141418
43,0.9699557423591614
44,0.9688530564308167
45,0.9698095321655273
46,0.969717264175415
47,0.9698837995529175
48,0.9698286056518555
49,0.9693641066551208
50,0.9691621661186218
