epoch,f1_score
1,0.23662887513637543
2,0.6615685820579529
3,0.7916025519371033
4,0.8020023703575134
5,0.8280579447746277
6,0.8300932049751282
7,0.841431200504303
8,0.8656570315361023
9,0.8878142833709717
10,0.8912672400474548
11,0.8936259746551514
12,0.8957479000091553
13,0.8966595530509949
14,0.9017578363418579
15,0.9277490973472595
16,0.9315565228462219
17,0.9323372840881348
18,0.9346914887428284
19,0.9356676340103149
20,0.936689555644989
21,0.937263548374176
22,0.937702476978302
23,0.9385161399841309
24,0.9400772452354431
25,0.9406175017356873
26,0.9422931671142578
27,0.9411280751228333
28,0.9428535103797913
29,0.9426532983779907
30,0.9424871206283569
31,0.9432550072669983
32,0.9432163834571838
33,0.9434571266174316
34,0.9433535933494568
35,0.9472636580467224
36,0.9632585048675537
37,0.964265763759613
38,0.9647334218025208
39,0.9643715620040894
40,0.9644384980201721
41,0.9649673104286194
42,0.965248703956604
43,0.9653071761131287
44,0.9640679955482483
45,0.9649456739425659
46,0.9665055274963379
47,0.9635477662086487
48,0.9667302966117859
49,0.9667477011680603
50,0.969199001789093
