epoch,loss
1,2.4354050159454346
2,2.346067190170288
3,2.3345892429351807
4,2.3134171962738037
5,2.3042945861816406
6,2.302107810974121
7,2.301501750946045
8,2.3011350631713867
9,2.2993359565734863
10,2.2934024333953857
11,2.2921366691589355
12,2.2916083335876465
13,2.2912700176239014
14,2.2903077602386475
15,2.2827816009521484
16,2.2814781665802
17,2.2803361415863037
18,2.2791075706481934
19,2.2784101963043213
20,2.278017520904541
21,2.2772297859191895
22,2.2764732837677
23,2.2737886905670166
24,2.267751932144165
25,2.267289400100708
26,2.267153739929199
27,2.267021894454956
28,2.2668306827545166
29,2.266495943069458
30,2.266118049621582
31,2.2659144401550293
32,2.267620086669922
33,2.266503095626831
34,2.265827178955078
35,2.265404224395752
36,2.2651445865631104
37,2.265026807785034
38,2.2649030685424805
39,2.264845609664917
40,2.2647833824157715
41,2.264728307723999
42,2.2647159099578857
43,2.2652926445007324
44,2.2660882472991943
45,2.2658727169036865
46,2.2655277252197266
47,2.265211343765259
48,2.2649319171905518
49,2.2647175788879395
50,2.264240264892578
