epoch,loss
1,2.4087023735046387
2,2.3236007690429688
3,2.308892011642456
4,2.3073060512542725
5,2.300593376159668
6,2.29990816116333
7,2.299103021621704
8,2.2986443042755127
9,2.29433012008667
10,2.2922756671905518
11,2.2896993160247803
12,2.283245325088501
13,2.28181529045105
14,2.280647039413452
15,2.2797083854675293
16,2.279215097427368
17,2.276557207107544
18,2.270395278930664
19,2.269843816757202
20,2.2694242000579834
21,2.2689757347106934
22,2.2680225372314453
23,2.2672314643859863
24,2.2648441791534424
25,2.264536142349243
26,2.2644541263580322
27,2.2643368244171143
28,2.2640647888183594
29,2.2637813091278076
30,2.263731002807617
31,2.2635903358459473
32,2.2635767459869385
33,2.263620138168335
34,2.2636802196502686
35,2.260664701461792
36,2.257561683654785
37,2.2572684288024902
38,2.2570488452911377
39,2.256880044937134
40,2.2567179203033447
41,2.256708860397339
42,2.256699800491333
43,2.2568743228912354
44,2.2567203044891357
45,2.2567007541656494
46,2.2566137313842773
47,2.256593704223633
48,2.256643772125244
49,2.256333827972412
50,2.25616717338562
