epoch,loss
1,2.41341495513916
2,2.3225674629211426
3,2.3026745319366455
4,2.3008713722229004
5,2.3000130653381348
6,2.2966740131378174
7,2.291668176651001
8,2.2910351753234863
9,2.29060435295105
10,2.2897660732269287
11,2.2820069789886475
12,2.279933214187622
13,2.2791430950164795
14,2.276646614074707
15,2.2700753211975098
16,2.2691006660461426
17,2.2687697410583496
18,2.2684402465820312
19,2.2682042121887207
20,2.267993927001953
21,2.2677745819091797
22,2.267681121826172
23,2.267577648162842
24,2.2673752307891846
25,2.2671468257904053
26,2.2667675018310547
27,2.265988826751709
28,2.2654924392700195
29,2.265066385269165
30,2.264951705932617
31,2.2647316455841064
32,2.264545202255249
33,2.2644331455230713
34,2.264406442642212
35,2.264423131942749
36,2.264382839202881
37,2.264280319213867
38,2.264117956161499
39,2.263911247253418
40,2.2635481357574463
41,2.2634925842285156
42,2.263205051422119
43,2.262521743774414
44,2.262478828430176
45,2.2626230716705322
46,2.262364149093628
47,2.262460470199585
48,2.262274980545044
49,2.2587103843688965
50,2.256171226501465
