epoch,f1_score
1,0.33855849504470825
2,0.740971565246582
3,0.8241171836853027
4,0.8295950889587402
5,0.8323134779930115
6,0.8368731737136841
7,0.8594513535499573
8,0.8615128397941589
9,0.8614429235458374
10,0.8634148836135864
11,0.8843353986740112
12,0.895494282245636
13,0.898348867893219
14,0.9010995626449585
15,0.9259603023529053
16,0.9302611947059631
17,0.932526707649231
18,0.9330430626869202
19,0.9336416125297546
20,0.9334325194358826
21,0.9344696402549744
22,0.9352319240570068
23,0.934563398361206
24,0.9361857175827026
25,0.9367362260818481
26,0.9364383816719055
27,0.9399402737617493
28,0.9413873553276062
29,0.9423679709434509
30,0.9432153105735779
31,0.9440539479255676
32,0.9443187713623047
33,0.9458292722702026
34,0.9454072713851929
35,0.9454085230827332
36,0.9452704787254333
37,0.945754885673523
38,0.9448065161705017
39,0.9461769461631775
40,0.9487090110778809
41,0.9479727149009705
42,0.9483417272567749
43,0.9520545601844788
44,0.9514783620834351
45,0.9511005878448486
46,0.9509196281433105
47,0.9513875246047974
48,0.9515678882598877
49,0.955726146697998
50,0.9720017910003662
