epoch,f1_score
1,0.3512595593929291
2,0.7542164325714111
3,0.7714675664901733
4,0.8039810657501221
5,0.8189846277236938
6,0.8451883792877197
7,0.8565900921821594
8,0.8804123997688293
9,0.8841468095779419
10,0.8867437839508057
11,0.88816899061203
12,0.8900923728942871
13,0.8954352140426636
14,0.923229992389679
15,0.9251767992973328
16,0.9279773831367493
17,0.929731547832489
18,0.9346529245376587
19,0.9353631138801575
20,0.9356750249862671
21,0.936080276966095
22,0.9365466833114624
23,0.9380870461463928
24,0.938162088394165
25,0.9385508894920349
26,0.9389247298240662
27,0.9390524625778198
28,0.9399856925010681
29,0.9408599138259888
30,0.9429281949996948
31,0.941648006439209
32,0.941989004611969
33,0.9429671168327332
34,0.9432032704353333
35,0.9435019493103027
36,0.9441243410110474
37,0.9453339576721191
38,0.9455269575119019
39,0.9640026688575745
40,0.9648958444595337
41,0.9649119973182678
42,0.964079737663269
43,0.9652841091156006
44,0.9658215045928955
45,0.9657801389694214
46,0.9661035537719727
47,0.9659630656242371
48,0.9644383192062378
49,0.9574612379074097
50,0.9614070057868958
