epoch,f1_score
1,0.26365283131599426
2,0.64801025390625
3,0.7439106702804565
4,0.8004786372184753
5,0.829181969165802
6,0.8407271504402161
7,0.8561849594116211
8,0.8864471912384033
9,0.8914027810096741
10,0.8934346437454224
11,0.8945633769035339
12,0.8961425423622131
13,0.8972552418708801
14,0.9160635471343994
15,0.9276157021522522
16,0.9309086203575134
17,0.9335299730300903
18,0.9353395104408264
19,0.9369781613349915
20,0.9364360570907593
21,0.9393174052238464
22,0.938462495803833
23,0.9404072165489197
24,0.9385560750961304
25,0.9405257701873779
26,0.943602442741394
27,0.9439979195594788
28,0.9442225694656372
29,0.9437438249588013
30,0.9455054402351379
31,0.9456576704978943
32,0.947358250617981
33,0.947094738483429
34,0.9594268202781677
35,0.968695878982544
36,0.9688177704811096
37,0.9688307642936707
38,0.9699547290802002
39,0.9704443216323853
40,0.970174252986908
41,0.9709532260894775
42,0.971382200717926
43,0.9708681106567383
44,0.9708473682403564
45,0.9712046980857849
46,0.972046434879303
47,0.9724172353744507
48,0.9716863036155701
49,0.9717617630958557
50,0.9716833233833313
