epoch,loss
1,2.4143283367156982
2,2.3248934745788574
3,2.314094305038452
4,2.3037521839141846
5,2.301964044570923
6,2.3008992671966553
7,2.296251058578491
8,2.288858413696289
9,2.2804062366485596
10,2.27567982673645
11,2.2745587825775146
12,2.2737038135528564
13,2.272955894470215
14,2.2715682983398438
15,2.270679473876953
16,2.2699732780456543
17,2.270193338394165
18,2.2696142196655273
19,2.268531084060669
20,2.26820707321167
21,2.267953634262085
22,2.267321825027466
23,2.267134428024292
24,2.2668991088867188
25,2.2666430473327637
26,2.2658979892730713
27,2.2609739303588867
28,2.2606799602508545
29,2.2605841159820557
30,2.2603304386138916
31,2.2600059509277344
32,2.2599029541015625
33,2.2598719596862793
34,2.260016441345215
35,2.2598626613616943
36,2.259678363800049
37,2.259578227996826
38,2.2594921588897705
39,2.259436845779419
40,2.2593767642974854
41,2.2592201232910156
42,2.2592267990112305
43,2.2593042850494385
44,2.259082794189453
45,2.2590994834899902
46,2.259188175201416
47,2.259185552597046
48,2.2590975761413574
49,2.258969783782959
50,2.2588107585906982
