epoch,f1_score
1,0.43550142645835876
2,0.7020536661148071
3,0.8023596405982971
4,0.8095598220825195
5,0.8177731037139893
6,0.8351724743843079
7,0.8507698774337769
8,0.8539462685585022
9,0.8620580434799194
10,0.8841677904129028
11,0.8861799240112305
12,0.8926931619644165
13,0.8991152048110962
14,0.8977651000022888
15,0.9005366563796997
16,0.9027807712554932
17,0.9019651412963867
18,0.9186079502105713
19,0.9309549331665039
20,0.9363993406295776
21,0.936753511428833
22,0.9370955228805542
23,0.9386550188064575
24,0.938901424407959
25,0.9406112432479858
26,0.9397635459899902
27,0.9405767321586609
28,0.9407929182052612
29,0.9409485459327698
30,0.9412202835083008
31,0.9420180320739746
32,0.9413562417030334
33,0.947509229183197
34,0.9594285488128662
35,0.9617865085601807
36,0.964594841003418
37,0.9652939438819885
38,0.9659489393234253
39,0.9662961959838867
40,0.9676789045333862
41,0.9687246084213257
42,0.969849705696106
43,0.9697176218032837
44,0.9697287082672119
45,0.9706497192382812
46,0.9699442982673645
47,0.9710394740104675
48,0.9704346656799316
49,0.9701258540153503
50,0.9705678224563599
