epoch,loss
1,2.4559125900268555
2,2.343027353286743
3,2.3187732696533203
4,2.3083748817443848
5,2.301828384399414
6,2.2975339889526367
7,2.2952027320861816
8,2.29434871673584
9,2.2936177253723145
10,2.289613962173462
11,2.283339262008667
12,2.281632900238037
13,2.2807388305664062
14,2.2800779342651367
15,2.278062105178833
16,2.270630121231079
17,2.2700202465057373
18,2.2695157527923584
19,2.2692060470581055
20,2.268935203552246
21,2.2685916423797607
22,2.2693252563476562
23,2.2686359882354736
24,2.2681007385253906
25,2.26731276512146
26,2.2643418312072754
27,2.260831117630005
28,2.2604598999023438
29,2.2600085735321045
30,2.2598907947540283
31,2.260000467300415
32,2.260204315185547
33,2.259803056716919
34,2.259467840194702
35,2.2593472003936768
36,2.2592082023620605
37,2.259161949157715
38,2.259108781814575
39,2.2590832710266113
40,2.259260416030884
41,2.2590675354003906
42,2.258901834487915
43,2.2589309215545654
44,2.258798360824585
45,2.258695363998413
46,2.2587637901306152
47,2.2586543560028076
48,2.258625030517578
49,2.2585232257843018
50,2.2584052085876465
