epoch,f1_score
1,0.2476492077112198
2,0.6727904081344604
3,0.7697687149047852
4,0.7965390086174011
5,0.8258380889892578
6,0.8363107442855835
7,0.8475667238235474
8,0.8506023287773132
9,0.852196455001831
10,0.8584412336349487
11,0.8847305774688721
12,0.8901494145393372
13,0.8938567638397217
14,0.8960834741592407
15,0.8986356854438782
16,0.9261587262153625
17,0.9276658892631531
18,0.9299037456512451
19,0.9299508333206177
20,0.9317782521247864
21,0.9323191046714783
22,0.9309020638465881
23,0.9315195679664612
24,0.9344141483306885
25,0.9354862570762634
26,0.9393892288208008
27,0.9570558667182922
28,0.9587854743003845
29,0.9589919447898865
30,0.9604737162590027
31,0.9600233435630798
32,0.9590818881988525
33,0.9604371190071106
34,0.9615137577056885
35,0.9623560309410095
36,0.962807834148407
37,0.9623259902000427
38,0.962284505367279
39,0.9628661870956421
40,0.9617024660110474
41,0.9621240496635437
42,0.9633825421333313
43,0.9630266427993774
44,0.9634672403335571
45,0.9641954302787781
46,0.9633895754814148
47,0.9632096886634827
48,0.96377032995224
49,0.9632440805435181
50,0.9648783802986145
