epoch,f1_score
1,0.432596892118454
2,0.7619996666908264
3,0.8119298815727234
4,0.8341651558876038
5,0.838882327079773
6,0.8408197164535522
7,0.8414167761802673
8,0.8828006386756897
9,0.8910641074180603
10,0.8935491442680359
11,0.8953970670700073
12,0.8991058468818665
13,0.9027684926986694
14,0.9045656323432922
15,0.9046961069107056
16,0.9059703946113586
17,0.9093047976493835
18,0.9353517293930054
19,0.9359851479530334
20,0.9367901086807251
21,0.9368783831596375
22,0.937830924987793
23,0.9387603998184204
24,0.9401228427886963
25,0.9387420415878296
26,0.9399902820587158
27,0.9389199018478394
28,0.9397088885307312
29,0.9410939812660217
30,0.9409390091896057
31,0.942852795124054
32,0.9600673317909241
33,0.9608678817749023
34,0.9616817235946655
35,0.9617543816566467
36,0.9656886458396912
37,0.9679027199745178
38,0.9686481952667236
39,0.9674234986305237
40,0.9691786766052246
41,0.9688888788223267
42,0.969351053237915
43,0.9685357213020325
44,0.968654990196228
45,0.9683444499969482
46,0.9691991806030273
47,0.9693726897239685
48,0.9701825976371765
49,0.9706858992576599
50,0.9723236560821533
