epoch,loss
1,2.4640183448791504
2,2.362179756164551
3,2.333702325820923
4,2.321826934814453
5,2.307004451751709
6,2.3021013736724854
7,2.2995994091033936
8,2.2977192401885986
9,2.2911057472229004
10,2.2871906757354736
11,2.285191297531128
12,2.281020402908325
13,2.2802488803863525
14,2.27974796295166
15,2.279222011566162
16,2.277984619140625
17,2.277364730834961
18,2.276914358139038
19,2.273484230041504
20,2.2674379348754883
21,2.2667462825775146
22,2.2664430141448975
23,2.266148090362549
24,2.2612273693084717
25,2.2601001262664795
26,2.259678363800049
27,2.2594220638275146
28,2.258641242980957
29,2.2581663131713867
30,2.2579262256622314
31,2.257866621017456
32,2.2579169273376465
33,2.2579565048217773
34,2.2578089237213135
35,2.2576546669006348
36,2.257540702819824
37,2.2573635578155518
38,2.257179021835327
39,2.2570712566375732
40,2.2569918632507324
41,2.2571892738342285
42,2.2570395469665527
43,2.25702166557312
44,2.2574095726013184
45,2.2572481632232666
46,2.256959915161133
47,2.2568209171295166
48,2.2567005157470703
49,2.256648540496826
50,2.2566332817077637
