epoch,loss
1,2.4122023582458496
2,2.3144850730895996
3,2.3087236881256104
4,2.3035542964935303
5,2.298283100128174
6,2.297447919845581
7,2.2930474281311035
8,2.2862462997436523
9,2.2825236320495605
10,2.2814247608184814
11,2.280813455581665
12,2.2802579402923584
13,2.279813766479492
14,2.2795543670654297
15,2.279094696044922
16,2.278682231903076
17,2.2785117626190186
18,2.273221731185913
19,2.26967716217041
20,2.269352674484253
21,2.2689948081970215
22,2.268918037414551
23,2.2683959007263184
24,2.2675843238830566
25,2.2672619819641113
26,2.266801357269287
27,2.266434907913208
28,2.2662250995635986
29,2.266120195388794
30,2.26594877243042
31,2.2659428119659424
32,2.2658774852752686
33,2.2660253047943115
34,2.2660322189331055
35,2.266063690185547
36,2.2660164833068848
37,2.2659685611724854
38,2.265667200088501
39,2.265169858932495
40,2.2650187015533447
41,2.264554262161255
42,2.262671709060669
43,2.258152961730957
44,2.2578749656677246
45,2.257706642150879
46,2.257636785507202
47,2.257479429244995
48,2.257446765899658
49,2.2573673725128174
50,2.257300615310669
