epoch,f1_score
1,0.3286762535572052
2,0.715903103351593
3,0.8192408084869385
4,0.8246516585350037
5,0.8370223641395569
6,0.8475664258003235
7,0.8724716305732727
8,0.8890603184700012
9,0.8913512229919434
10,0.8949121236801147
11,0.8972048759460449
12,0.8967838883399963
13,0.8983166217803955
14,0.9004256129264832
15,0.9052062034606934
16,0.9058405756950378
17,0.9073963761329651
18,0.9077465534210205
19,0.9092912673950195
20,0.9111652374267578
21,0.9106720685958862
22,0.9120535850524902
23,0.9144910573959351
24,0.9407863020896912
25,0.9412288665771484
26,0.9418107271194458
27,0.9428412914276123
28,0.9432710409164429
29,0.9431163668632507
30,0.9433827996253967
31,0.9451475739479065
32,0.9453836679458618
33,0.9459599852561951
34,0.9460384249687195
35,0.9476426243782043
36,0.9471230506896973
37,0.9486050605773926
38,0.9484366774559021
39,0.9480854868888855
40,0.947767972946167
41,0.9487801194190979
42,0.9622923731803894
43,0.9677190184593201
44,0.9680201411247253
45,0.9690797924995422
46,0.9698356986045837
47,0.9703277349472046
48,0.9706146717071533
49,0.9683402180671692
50,0.9657855033874512
